serialNumber,status,state,internalTemp,glucoseLevel,lactateLevel,mediaLevel,phLevel,disolvedOxygen,cellsPerML,batchNumber,hoursFromStart
1000,normal,on,37.90000000000001,6.667598626999999,0.6662006865,0.0,6.906770223750001,0.12689059302499997,4962182.715,3,108
1000,normal,on,38.000000000000014,6.3119755324249995,0.8440122337875,0.0,6.653566553613751,0.11800001566062497,5334346.418625,3,120
1000,normal,on,38.100000000000016,5.947461860485625,1.0262690697571875,0.0,6.5509396466380325,0.1088871738621406,5467705.079090625,3,132
1000,normal,on,38.20000000000002,5.5738353467477655,1.2130823266261173,0.0,6.429631413975421,0.08086518533180115,5604397.706067891,3,144
1000,normal,on,38.30000000000002,5.209549495853352,1.3952252520733237,0.0,6.2901088887680885,0.05354374651472018,5464287.763416193,3,156
1000,normal,on,38.40000000000002,4.854370791231299,1.57281460438435,0.0,5.818264507452784,0.044664278899168866,5327680.569330789,3,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,4,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19775,450000.0,4,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.1967,630000.0,4,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19523000000000001,882000.0,4,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.156392,0.193172,1234800.0,4,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1399736,0.1902908,1728720.0,4,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.11548784,0.18625712,2420208.0,4,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.079707776,0.180609968,3388291.2,4,84
1000,normal,on,37.80000000000001,6.968158207999999,0.515920896,0.0,7.0281156864000005,0.1727039552,4743607.680000001,4,96
1000,normal,on,37.90000000000001,6.541233516799999,0.7293832416,0.0,6.809300713920001,0.16203083792,6403870.368000001,4,108
1000,normal,on,38.000000000000014,6.039597004639999,0.98020149768,0.0,6.711280564152001,0.149489925116,7524547.682400001,4,120
1000,normal,on,38.100000000000016,5.475255928459999,1.2623720357700001,0.0,6.585043360575001,0.1071643444025,8465116.142700002,4,132
1000,normal,on,38.20000000000002,4.896806325375499,1.5515968373122502,0.0,6.1195643093813255,0.0927031043253875,8676744.046267502,4,144
1000,normal,on,38.30000000000002,4.361740442522336,1.8191297787388314,0.0,5.937651331507443,0.07932645725405843,8025988.242797439,4,156
1000,normal,on,38.40000000000002,3.893557795025819,2.05322110248709,0.0,5.732329221258734,0.0676218910666455,7022739.712447759,4,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,5,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,5,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1877,0.19820000000000002,630000.0,5,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18116,0.19673000000000002,882000.0,5,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.170504,0.194672,1234800.0,5,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1540856,0.1917908,1728720.0,5,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.12959984,0.17968976,2420208.0,5,72
1000,normal,on,37.70000000000001,7.29246608,0.35376696,0.0,7.094223144,0.174244292,3267280.8,5,84
1000,normal,on,37.80000000000001,6.998410807999999,0.500794596,0.0,7.0441436844,0.1668929102,4410829.08,5,96
1000,normal,on,37.90000000000001,6.601436190799999,0.6992819046,0.0,6.83435911302,0.15696854477,5954619.257999999,5,108
1000,normal,on,38.000000000000014,6.1548397464499995,0.9225801267749999,0.0,6.557585074987499,0.14580363366125,6698946.66525,5,120
1000,normal,on,38.100000000000016,5.65241874655625,1.173790626721875,0.0,6.440206012315312,0.13324310866390623,7536314.99840625,5,132
1000,normal,on,38.20000000000002,5.137437221665156,1.4312813891674219,0.0,6.010821595565086,0.12036857054162889,7724722.873366406,5,144
1000,normal,on,38.30000000000002,4.635330234896339,1.68233488255183,0.0,5.842588107309903,0.08271054653396766,7531604.801532246,5,156
1000,normal,on,38.40000000000002,4.195986621473625,1.9020066892631873,0.0,5.652387438383585,0.04975977552726408,6590154.201340715,5,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,6,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,6,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,6,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19673000000000002,882000.0,6,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.177704,0.194672,1234800.0,6,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1612856,0.1917908,1728720.0,6,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.13679984,0.18775712,2420208.0,6,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.101019776,0.182109968,3388291.2,6,84
1000,normal,on,37.80000000000001,6.968158207999999,0.515920896,0.0,7.0494276864000005,0.1742039552,4743607.680000001,6,96
1000,normal,on,37.90000000000001,6.541233516799999,0.7293832416,0.0,6.976489362240001,0.16353083792,6403870.368000001,6,108
1000,normal,on,38.000000000000014,6.039597004639999,0.98020149768,0.0,6.878469212472001,0.150989925116,7524547.682400001,6,120
1000,normal,on,38.100000000000016,5.475255928459999,1.2623720357700001,0.0,6.7522320088950005,0.1368813982115,8465116.142700002,6,132
1000,normal,on,38.20000000000002,4.868589271566499,1.5657053642167502,0.0,6.595661472473325,0.12171473178916249,9099999.853402501,6,144
1000,normal,on,38.30000000000002,4.216422615405986,1.8917886922970064,0.0,6.406482603243624,0.10541056538514967,9782499.842407688,6,156
1000,normal,on,38.40000000000002,3.5805601256494866,2.2097199371752563,0.0,6.185510609526099,0.08951400314123718,9537937.346347496,6,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,7,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,7,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,7,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19673000000000002,882000.0,7,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.177704,0.194672,1234800.0,7,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1612856,0.1917908,1728720.0,7,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.13679984,0.18775712,2420208.0,7,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.101019776,0.182109968,3388291.2,7,84
1000,normal,on,37.80000000000001,6.968158207999999,0.515920896,0.0,7.0494276864000005,0.1742039552,4743607.680000001,7,96
1000,normal,on,37.90000000000001,6.541233516799999,0.7293832416,0.0,6.976489362240001,0.16353083792,6403870.368000001,7,108
1000,normal,on,38.000000000000014,6.039597004639999,0.98020149768,0.0,6.878469212472001,0.150989925116,7524547.682400001,7,120
1000,normal,on,38.100000000000016,5.475255928459999,1.2623720357700001,0.0,6.7522320088950005,0.1368813982115,8465116.142700002,7,132
1000,normal,on,38.20000000000002,4.868589271566499,1.5657053642167502,0.0,6.595661472473325,0.12171473178916249,9099999.853402501,7,144
1000,normal,on,38.30000000000002,4.216422615405986,1.8917886922970064,0.0,6.406482603243624,0.10541056538514967,9782499.842407688,7,156
1000,normal,on,38.40000000000002,3.5805601256494866,2.2097199371752563,0.0,6.185510609526099,0.08951400314123718,9537937.346347496,7,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,8,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,8,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,8,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19379000000000002,882000.0,8,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.177704,0.191732,1234800.0,8,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1612856,0.1888508,1728720.0,8,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.13679984,0.18481712,2420208.0,8,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.0294596480000004,0.179169968,3388291.2,8,84
1000,normal,on,37.80000000000001,6.979452512,0.510273744,0.0,6.8763775248000005,0.17154631280000002,4574193.12,8,96
1000,normal,on,37.90000000000001,6.6211407176,0.6894296412,0.0,6.807434560680001,0.16258851794,5374676.916,8,108
1000,normal,on,38.000000000000014,6.20012435918,0.8999378204100001,0.0,6.717440778639001,0.1520631089795,6315245.376300001,8,120
1000,normal,on,38.100000000000016,5.7264809559575,1.13675952202125,0.0,6.603764826436876,0.1165398537378125,7104651.048337501,8,132
1000,normal,on,38.20000000000002,5.240996467654438,1.3795017661727813,0.0,6.189914296585042,0.10440274153023595,7282267.3245459385,8,144
1000,normal,on,38.30000000000002,4.791923315974105,1.6040383420129478,0.0,5.708702793981158,0.09317591273822762,6736097.275204993,8,156
1000,normal,on,38.40000000000002,4.410211137045822,1.7948944314770894,0.0,5.529213350833449,0.08363310826502054,5725682.683924244,8,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,9,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,9,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1877,0.19820000000000002,630000.0,9,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.168080000000001,0.19673000000000002,882000.0,9,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.136112000000001,0.194672,1234800.0,9,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.0868568000000005,0.1917908,1728720.0,9,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.01339952,0.18775712,2420208.0,9,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,6.977619456,0.170815664,3388291.2,9,84
1000,normal,on,37.80000000000001,7.018982575999999,0.490508712,0.0,6.9285685848,0.1641802604,3981242.16,9,96
1000,normal,on,37.90000000000001,6.707118606799999,0.6464406966,0.0,6.86392451514,0.15638366117,4677959.538000001,9,108
1000,normal,on,38.000000000000014,6.356271641449999,0.8218641792750001,0.0,6.6173652613575,0.14761248703625,5262704.480250001,9,120
1000,normal,on,38.100000000000016,5.9615688054312495,1.0192155972843753,0.0,6.515443701629062,0.13774491613578124,5920542.540281251,9,132
1000,normal,on,38.20000000000002,5.537263256711093,1.2313683716444535,0.0,6.392306864464617,0.10592199998176952,6364583.230802345,9,144
1000,normal,on,38.30000000000002,5.12356534670894,1.4382173266455296,0.0,6.248485131800064,0.0955795522317157,6205468.6500322865,9,156
1000,normal,on,38.40000000000002,4.720209884456842,1.639895057771579,0.0,6.084495626022906,0.0653278925628083,6050331.9337814795,9,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,10,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1955,0.19925,450000.0,10,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1847,0.19820000000000002,630000.0,10,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.17816,0.19673000000000002,882000.0,10,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.167504,0.194672,1234800.0,10,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1510856,0.1917908,1728720.0,10,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.12659984,0.18775712,2420208.0,10,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.090819776,0.182109968,3388291.2,10,84
1000,normal,on,37.80000000000001,6.968158207999999,0.515920896,0.0,7.0392276864,0.1742039552,4743607.680000001,10,96
1000,normal,on,37.90000000000001,6.541233516799999,0.7293832416,0.0,6.96628936224,0.14218460336,6403870.368000001,10,108
1000,normal,on,38.000000000000014,6.060943239199999,0.9695283804,0.0,6.8693365242,0.13017734642,7204354.164000001,10,120
1000,normal,on,38.100000000000016,5.544631190779999,1.2276844046100002,0.0,6.501031202817001,0.1172695452095,7744680.726300001,10,132
1000,normal,on,38.20000000000002,5.015411341149498,1.4922943294252502,0.0,6.351801769874475,0.1040390489687375,7938297.744457501,10,144
1000,normal,on,38.30000000000002,4.499421987759761,1.750289006120119,0.0,5.82671506803844,0.09113931513399406,7739840.3008460635,10,156
1000,normal,on,38.40000000000002,4.0479313035437405,1.9760343482281293,0.0,5.629111633215627,0.05727751381779254,6772360.263240306,10,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,11,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19775,450000.0,11,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.1967,630000.0,11,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19523000000000001,882000.0,11,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.177704,0.193172,1234800.0,11,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1612856,0.1902908,1728720.0,11,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.13679984,0.17818976,2420208.0,11,72
1000,normal,on,37.70000000000001,7.29246608,0.35376696,0.0,7.101423144,0.161853356,3267280.8,11,84
1000,normal,on,37.80000000000001,6.998410807999999,0.500794596,0.0,7.0513436844,0.1545019742,4410829.08,11,96
1000,normal,on,37.90000000000001,6.616138954399999,0.6919305228,0.0,6.98215063212,0.14494517786,5734077.804,11,108
1000,normal,on,38.000000000000014,6.186083119099999,0.90695844045,0.0,6.710063099985,0.1341937819775,6450837.529499999,11,120
1000,normal,on,38.100000000000016,5.723773096152499,1.13811345192375,0.0,6.5962517547926245,0.1226360314038125,6934650.344212499,11,132
1000,normal,on,38.20000000000002,5.226789821483936,1.386605089258031,0.0,6.457591245866821,0.11021144953709844,7454749.120028437,11,144
1000,normal,on,38.30000000000002,4.7422311286820875,1.6288844356589554,0.0,6.294702802300925,0.09809748221705222,7268380.392027726,11,156
1000,normal,on,38.40000000000002,4.2697864032002855,1.8651067983998564,0.0,6.10819212246094,0.08628636408000717,7086670.882227033,11,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,12,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,12,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,12,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.175280000000001,0.19673000000000002,882000.0,12,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.164624000000001,0.194672,1234800.0,12,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.148205600000001,0.1917908,1728720.0,12,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.07474832,0.18775712,2420208.0,12,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.038968256,0.170815664,3388291.2,12,84
1000,normal,on,37.80000000000001,6.979452512,0.510273744,0.0,6.9879408816,0.1631920088,4574193.12,12,96
1000,normal,on,37.90000000000001,6.6211407176,0.6894296412,0.0,6.9189979174800005,0.13631862422000002,5374676.916,12,108
1000,normal,on,38.000000000000014,6.235955538620001,0.8820222306900001,0.0,6.830795694411001,0.10742973579650002,5777777.6847,12,120
1000,normal,on,38.100000000000016,5.841140730165501,1.07942963491725,0.0,6.506966803935826,0.09755936558513752,5922222.1268175,12,132
1000,normal,on,38.20000000000002,5.436455551499638,1.2817722242501814,0.0,6.378789581510808,0.08744223611849095,6070277.679987938,12,144
1000,normal,on,38.30000000000002,5.041887502300423,1.4790562488497894,0.0,5.935072706855871,0.07757803488851055,5918520.73798824,12,156
1000,normal,on,38.40000000000002,4.696640459251109,1.6516797703744464,0.0,5.769904729818426,0.0689468588122777,5178705.64573971,12,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,13,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,13,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,13,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19673000000000002,882000.0,13,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.177704,0.194672,1234800.0,13,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1612856,0.1917908,1728720.0,13,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.13679984,0.18775712,2420208.0,13,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.101019776,0.170815664,3388291.2,13,84
1000,normal,on,37.80000000000001,6.979452512,0.510273744,0.0,7.0499924016,0.1631920088,4574193.12,13,96
1000,normal,on,37.90000000000001,6.5677751312,0.7161124344,0.0,6.97838115816,0.13231620524,6175160.712,13,108
1000,normal,on,38.000000000000014,6.12522194684,0.93738902658,0.0,6.884642255502,0.12125237563100001,6638297.7654,13,120
1000,normal,on,38.100000000000016,5.649477273653,1.1752613631735,0.0,6.76711611918465,0.109358758801325,7136170.097805,13,132
1000,normal,on,38.20000000000002,5.161838983636325,1.4190805081818376,0.0,6.625208068366467,0.09716780155090814,7314574.350250125,13,144
1000,normal,on,38.30000000000002,4.6620097363692325,1.6689951318153835,0.0,6.458308555184929,0.05968060800587624,7497438.709006378,13,156
1000,normal,on,38.40000000000002,4.174676220283818,1.9126618898580907,0.0,6.26704236619912,0.04749727010374087,7310002.741281219,13,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,14,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,14,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1877,0.19820000000000002,630000.0,14,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18116,0.19673000000000002,882000.0,14,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.170504,0.194672,1234800.0,14,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1540856,0.1917908,1728720.0,14,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.12959984,0.18775712,2420208.0,14,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.093819776,0.182109968,3388291.2,14,84
1000,normal,on,37.80000000000001,6.968158207999999,0.515920896,0.0,7.0422276864,0.1742039552,4743607.680000001,14,96
1000,normal,on,37.90000000000001,6.541233516799999,0.7293832416,0.0,6.9692893622400005,0.16353083792,6403870.368000001,14,108
1000,normal,on,38.000000000000014,6.039597004639999,0.98020149768,0.0,6.675228912936,0.150989925116,7524547.682400001,14,120
1000,normal,on,38.100000000000016,5.475255928459999,1.2623720357700001,0.0,6.548991709359,0.1368813982115,8465116.142700002,14,132
1000,normal,on,38.20000000000002,4.868589271566499,1.5657053642167502,0.0,6.392421172937325,0.12171473178916249,9099999.853402501,14,144
1000,normal,on,38.30000000000002,4.246755948250661,1.876622025874669,0.0,6.204758970349857,0.07507723254047466,9327499.849737564,14,156
1000,normal,on,38.40000000000002,3.64046845801772,2.17976577099114,0.0,5.986782393250744,0.05992004528465112,9094312.353494124,14,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,15,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19775,450000.0,15,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1877,0.1967,630000.0,15,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18116,0.19523000000000001,882000.0,15,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.170504,0.189056,1234800.0,15,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1540856,0.1861748,1728720.0,15,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.12959984,0.18214112,2420208.0,15,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.093819776,0.165199664,3388291.2,15,84
1000,normal,on,37.80000000000001,6.979452512,0.510273744,0.0,7.0427924016,0.1575760088,4574193.12,15,96
1000,normal,on,37.90000000000001,6.5830224416,0.7084887792000001,0.0,6.97194352368,0.14766525704,5946451.056,15,108
1000,normal,on,38.000000000000014,6.1370386124,0.9314806938000001,0.0,6.8787954543000005,0.13651566131,6689757.438,15,120
1000,normal,on,38.100000000000016,5.657605996009999,1.1711970019950002,0.0,6.761675754100501,0.12452984590025001,7191489.2458500005,15,132
1000,normal,on,38.20000000000002,5.142215933390749,1.428892033304625,0.0,6.618786550770038,0.08587559120380625,7730850.93928875,15,144
1000,normal,on,38.30000000000002,4.613941119206018,1.6930294403969908,0.0,6.11087771865094,0.07266872084918796,7924122.21277097,15,156
1000,normal,on,38.40000000000002,4.125286916085141,1.937356541957429,0.0,5.5296707560637115,0.06045236577116605,7329813.046813147,15,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,16,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,16,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,16,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19379000000000002,882000.0,16,36
1000,normal,on,37.400000000000006,7.78688,0.10655999999999999,0.0,7.177704,0.191732,1234800.0,16,48
1000,normal,on,37.50000000000001,7.671632,0.164184,0.0,7.1612856,0.1888508,1728720.0,16,60
1000,normal,on,37.60000000000001,7.5102848,0.2448576,0.0,7.13679984,0.18481712,2420208.0,16,72
1000,normal,on,37.70000000000001,7.2843987199999995,0.35780064,0.0,7.0294596480000004,0.179169968,3388291.2,16,84
1000,normal,on,37.80000000000001,6.979452512,0.510273744,0.0,6.9784322736,0.17154631280000002,4574193.12,16,96
1000,normal,on,37.90000000000001,6.6211407176,0.6894296412,0.0,6.9094893094800005,0.16258851794,5374676.916,16,108
1000,normal,on,38.000000000000014,6.20012435918,0.8999378204100001,0.0,6.819495527439001,0.1520631089795,6315245.376300001,16,120
1000,normal,on,38.100000000000016,5.7264809559575,1.13675952202125,0.0,6.705819575236876,0.1165398537378125,7104651.048337501,16,132
1000,normal,on,38.20000000000002,5.240996467654438,1.3795017661727813,0.0,6.567869398619598,0.10440274153023595,7282267.3245459385,16,144
1000,normal,on,38.30000000000002,4.743374867143799,1.6283125664281008,0.0,6.405038141976788,0.06708112149193801,7464324.007659587,16,156
1000,normal,on,38.40000000000002,4.2581938066459255,1.8709030966770375,0.0,6.217947832309084,0.05495159497949118,7277715.907468097,16,168
1000,normal,on,37.0,8.0,0.0,0.0,7.2,0.2,300000.0,17,0
1000,normal,on,37.1,7.97,0.015,0.0,7.1985,0.19925,450000.0,17,12
1000,normal,on,37.2,7.928,0.036000000000000004,0.0,7.1949000000000005,0.19820000000000002,630000.0,17,24
1000,normal,on,37.300000000000004,7.8692,0.0654,0.0,7.18836,0.19673000000000002,882000.0,17,36
